id,price
1,704268.25
2,603128.9
3,465777.12
4,372397.53
5,1002059.1
6,383138.2
7,182458.31
8,292654.3
9,339668.3
10,537512.25
11,949956.75
12,367042.4
13,1953368.9
14,515969.2
15,586716.1
16,1344745.5
17,508984.47
18,404746.53
19,553339.5
20,481210.12
21,509545.7
22,1240674.5
23,471790.44
24,653166.4
25,343780.0
26,215370.16
27,647411.8
28,218032.5
29,578915.9
30,175996.75
31,672521.7
32,648145.7
33,453669.75
34,155174.95
35,233606.64
36,199278.02
37,282186.56
38,598601.94
39,610282.7
40,852894.4
41,711967.1
42,487707.38
43,848255.06
44,219469.03
45,243587.03
46,526918.9
47,394258.28
48,822805.6
49,1023427.56
50,2560676.2
51,378071.62
52,844916.8
53,765527.1
54,318131.66
55,482136.8
56,504790.88
57,478108.03
58,543580.3
59,217797.97
60,238309.0
61,205203.3
62,263496.06
63,408702.25
64,865585.56
65,270116.56
66,532508.44
67,832650.9
68,279011.62
69,918275.2
70,564146.0
71,435467.12
72,469930.72
73,711294.3
74,1026192.4
75,476095.1
76,3110040.0
77,299476.47
78,650703.06
79,508578.2
80,1775758.6
81,215755.16
82,423980.0
83,417996.28
84,869497.44
85,411796.0
86,509605.47
87,404297.9
88,312912.4
89,378003.22
90,218569.23
91,479109.1
92,246603.0
93,559783.06
94,478300.44
95,807379.3
96,600107.7
97,1114762.2
98,414305.75
99,674531.25
100,283678.84
101,453913.53
102,401597.1
103,284159.56
104,697141.4
105,282753.66
106,758613.06
107,639220.0
108,471975.47
109,553717.5
110,373305.5
111,642381.44
112,486695.22
113,298277.34
114,432569.22
115,240552.06
116,371724.44
117,279091.06
118,1070496.9
119,167914.38
120,262733.2
121,1037822.2
122,310498.28
123,327081.3
124,634421.6
125,309536.9
126,317495.6
127,662304.9
128,744666.3
129,795624.7
130,227127.45
131,694752.5
132,474345.47
133,387445.7
134,352253.34
135,417723.03
136,697847.5
137,1210222.2
138,291864.53
139,532297.4
140,748533.9
141,662193.7
142,305968.75
143,735695.4
144,609862.4
145,528816.1
146,779579.7
147,1896775.1
148,333652.0
149,508741.25
150,979321.75
151,1245030.8
152,1163619.4
153,316805.56
154,938583.6
155,448300.6
156,280323.47
157,175438.3
158,399208.53
159,197720.64
160,492353.66
161,685715.1
162,428893.72
163,522427.34
164,497811.78
165,568498.2
166,385755.34
167,510212.97
168,573565.7
169,279254.88
170,456401.12
171,534123.25
172,569108.5
173,190270.19
174,301929.6
175,350271.72
176,245621.97
177,382112.16
178,421574.8
179,363028.44
180,225445.75
181,641198.3
182,374821.0
183,438034.38
184,794455.2
185,426588.12
186,478698.34
187,541762.1
188,438871.94
189,653630.06
190,508635.78
191,219983.62
192,740568.56
193,422175.56
194,248805.7
195,342708.72
196,179122.02
197,293367.97
198,1076672.5
199,228293.84
200,552146.5
201,231491.77
202,484808.38
203,812741.0
204,1212385.6
205,798278.75
206,213085.47
207,738426.2
208,585534.1
209,225002.11
210,444215.06
211,308834.97
212,579758.06
213,268047.56
214,217224.98
215,736144.6
216,317984.75
217,289162.8
218,706975.5
219,543333.56
220,659320.75
221,506609.3
222,814005.5
223,272970.6
224,245779.02
225,212443.31
226,801250.25
227,354080.38
228,315413.8
229,2036141.6
230,577915.9
231,799549.7
232,482004.62
233,180747.66
234,580131.6
235,542415.25
236,910396.5
237,222365.6
238,507232.25
239,523165.88
240,200753.52
241,374800.62
242,427562.56
243,942818.8
244,294747.4
245,1093081.4
246,208000.28
247,611083.56
248,4765224.5
249,233024.89
250,252127.77
251,287805.38
252,346674.28
253,341689.0
254,320662.06
255,323691.56
256,366429.03
257,468613.3
258,909781.44
259,297154.47
260,313896.56
261,284792.94
262,826302.56
263,594295.06
264,481198.56
265,1325582.8
266,691207.56
267,338562.22
268,359726.66
269,430831.0
270,546625.06
271,435003.12
272,441536.3
273,468420.16
274,516947.56
275,418187.16
276,464539.06
277,751820.94
278,394563.2
279,195077.44
280,551834.44
281,480669.62
282,382995.25
283,452584.12
284,466809.25
285,981296.94
286,814117.4
287,234525.88
288,927888.9
289,390415.53
290,737952.2
291,617436.7
292,266017.1
293,502204.0
294,812528.4
295,227149.53
296,621405.1
297,256932.33
298,578891.4
299,215352.55
300,648264.3
301,1676505.6
302,280140.3
303,771299.7
304,651489.75
305,472807.44
306,491958.0
307,478672.94
308,557414.1
309,212312.83
310,168824.23
311,671603.2
312,418580.75
313,487664.75
314,538723.4
315,513763.47
316,471763.47
317,586620.7
318,1491300.0
319,513133.72
320,633912.5
321,529919.44
322,517502.78
323,494984.88
324,472929.3
325,932012.94
326,536451.94
327,443158.6
328,685422.8
329,934868.4
330,319913.72
331,355839.88
332,784775.94
333,256195.83
334,413230.4
335,325627.16
336,348011.44
337,952418.5
338,868908.2
339,539157.2
340,391551.6
341,238575.23
342,891002.56
343,433244.38
344,344209.78
345,611851.2
346,435239.88
347,371773.84
348,609815.75
349,1404980.8
350,208046.2
351,167697.62
352,670119.7
353,419171.16
354,473867.1
355,825414.25
356,169371.92
357,296351.28
358,812430.8
359,406325.7
360,584984.8
361,584121.0
362,615268.75
363,569343.06
364,635221.44
365,885211.7
366,304118.3
367,207983.56
368,348967.72
369,508820.44
370,288729.56
371,437000.34
372,219566.84
373,468510.28
374,307634.16
375,213285.83
376,918834.0
377,356133.28
378,470410.88
379,572321.0
380,1189729.4
381,660701.3
382,631645.6
383,223365.58
384,395164.06
385,385764.1
386,317205.97
387,581993.94
388,333270.78
389,292648.72
390,389301.7
391,710369.94
392,349843.12
393,487648.4
394,353519.8
395,420355.28
396,1579818.8
397,1336130.2
398,493658.62
399,464862.1
400,719570.6
401,196114.72
402,792781.9
403,471089.06
404,614384.7
405,311835.78
406,491283.5
407,359689.62
408,888819.2
409,1229108.0
410,216225.36
411,415885.9
412,614574.25
413,703161.1
414,1025129.6
415,379430.16
416,684066.6
417,1373724.1
418,1086573.4
419,541935.94
420,441483.62
421,210426.84
422,269048.28
423,510437.97
424,388603.6
425,226510.53
426,444243.62
427,1438596.5
428,451848.97
429,500428.06
430,423001.75
431,224635.61
432,546722.75
433,677744.2
434,390983.34
435,194788.98
436,260929.73
437,919933.9
438,180762.27
439,773327.25
440,481305.9
441,316193.8
442,486215.56
443,327435.94
444,299242.03
445,1138190.9
446,421682.75
447,506217.7
448,339318.38
449,424591.25
450,355102.47
451,264675.8
452,263953.78
453,285876.4
454,335444.38
455,1394533.0
456,518125.06
457,276215.1
458,338573.22
459,452388.3
460,458610.3
461,789040.25
462,367274.0
463,502370.97
464,388615.8
465,442788.22
466,566982.94
467,555943.25
468,443616.34
469,2441684.8
470,513090.47
471,666844.9
472,436513.25
473,438434.78
474,670460.6
475,362991.06
476,337875.9
477,731259.75
478,946351.75
479,457648.53
480,1217465.2
481,241200.69
482,626353.2
483,703236.5
484,2286873.5
485,608815.1
486,339143.88
487,559776.9
488,379012.38
489,965492.06
490,466408.44
491,472897.5
492,1071906.1
493,703228.2
494,673840.6
495,753432.3
496,339981.2
497,1247764.1
498,368243.7
499,252711.52
500,269211.9
501,731942.56
502,430188.16
503,549146.44
504,1023449.8
505,384295.9
506,509226.72
507,829935.3
508,552711.06
509,1013858.44
510,212628.5
511,521761.75
512,551082.44
513,264032.94
514,622975.94
515,350180.84
516,1097040.9
517,715083.0
518,351359.03
519,601710.06
520,372294.06
521,757112.75
522,638112.9
