id,price
1,444859.3
2,654239.0
3,400249.8
4,383708.3
5,551130.9
6,480640.12
7,198912.83
8,391485.38
9,324799.4
10,405729.0
11,770362.6
12,373902.72
13,938096.4
14,439079.88
15,530353.6
16,805225.5
17,392909.53
18,498154.75
19,557135.56
20,505017.97
21,403016.25
22,792751.3
23,445193.34
24,566981.2
25,436726.4
26,273337.78
27,523929.66
28,281117.28
29,489427.06
30,234472.11
31,570475.44
32,636530.56
33,414039.28
34,230862.84
35,232528.61
36,230552.94
37,314780.06
38,543587.3
39,576914.2
40,706348.2
41,646679.06
42,505653.25
43,662421.94
44,291405.16
45,288516.8
46,645079.25
47,345104.0
48,773654.06
49,710015.0
50,960948.6
51,439800.97
52,533330.75
53,664959.56
54,387242.78
55,382220.88
56,503854.97
57,452270.34
58,465034.12
59,311683.34
60,307650.03
61,268214.97
62,228645.7
63,353485.0
64,722125.0
65,277189.8
66,535841.7
67,805513.6
68,343571.84
69,691639.8
70,528588.94
71,368735.84
72,412989.16
73,464049.2
74,848840.5
75,445744.97
76,947965.6
77,348890.06
78,527233.75
79,342138.6
80,812729.4
81,239991.31
82,384320.44
83,437945.16
84,761913.94
85,380604.16
86,547180.6
87,338028.25
88,337769.97
89,359000.0
90,300711.6
91,630290.94
92,297177.1
93,438408.75
94,494939.62
95,589193.9
96,672696.9
97,745113.56
98,437033.5
99,441353.16
100,327099.7
101,487810.8
102,406108.72
103,291327.0
104,617870.25
105,297907.38
106,736946.7
107,591456.1
108,545145.9
109,491444.72
110,410221.06
111,581581.06
112,414916.84
113,299862.16
114,395250.16
115,258713.34
116,348993.28
117,368139.7
118,878698.25
119,244640.2
120,260202.36
121,701263.94
122,359892.7
123,369672.97
124,674407.94
125,308457.75
126,319582.62
127,718196.1
128,596901.5
129,687264.44
130,254680.08
131,575393.7
132,387319.8
133,416469.53
134,315369.94
135,419506.53
136,502594.56
137,868893.25
138,306588.22
139,552971.6
140,708233.0
141,576990.44
142,297243.75
143,776351.75
144,526729.0
145,457107.94
146,735180.75
147,921151.06
148,382301.56
149,448770.53
150,788606.7
151,590919.75
152,516447.56
153,304156.25
154,685041.56
155,367090.5
156,287236.2
157,278281.47
158,380535.5
159,287548.5
160,397006.5
161,466973.06
162,416979.62
163,384678.2
164,361446.38
165,475878.0
166,435510.38
167,507418.28
168,445592.0
169,334411.22
170,383863.53
171,540044.0
172,516977.66
173,256869.23
174,325095.1
175,334860.6
176,296086.88
177,281929.66
178,412742.4
179,321663.94
180,334907.72
181,535010.06
182,506255.25
183,530004.6
184,533494.2
185,343460.22
186,417943.3
187,562954.75
188,520483.22
189,587912.3
190,415428.1
191,305453.9
192,609012.9
193,507937.28
194,263064.56
195,346094.4
196,237798.38
197,318815.44
198,763059.5
199,317957.3
200,422545.2
201,332806.94
202,440409.03
203,735138.56
204,888530.2
205,625170.7
206,277943.44
207,580217.5
208,668741.4
209,241883.0
210,411349.88
211,301260.97
212,436438.56
213,335180.88
214,271741.72
215,650104.3
216,343714.9
217,314316.6
218,563665.75
219,484261.22
220,496316.75
221,490247.53
222,801550.1
223,316599.88
224,241810.28
225,254812.36
226,758670.8
227,367018.12
228,312068.62
229,887556.5
230,489664.72
231,583171.75
232,450505.47
233,272726.9
234,433597.8
235,399714.34
236,536941.7
237,255540.28
238,568377.56
239,538050.75
240,251995.62
241,408233.06
242,392620.34
243,778266.7
244,302009.94
245,700051.2
246,247582.02
247,646883.4
248,958443.2
249,350311.12
250,265471.5
251,304041.2
252,337122.16
253,366225.66
254,362937.75
255,402290.06
256,428875.12
257,506177.3
258,791396.6
259,267605.62
260,373161.0
261,382969.78
262,682125.75
263,511638.6
264,579344.75
265,760745.44
266,542179.75
267,422230.9
268,527910.7
269,390207.6
270,599539.3
271,430045.0
272,401875.62
273,623032.9
274,407827.22
275,388920.8
276,393028.84
277,705170.94
278,305240.0
279,258938.22
280,468164.44
281,401992.84
282,362926.9
283,544299.9
284,406007.06
285,769220.3
286,690685.2
287,289608.66
288,565581.2
289,412164.56
290,534746.1
291,580309.1
292,279501.34
293,497269.3
294,647647.44
295,269866.72
296,566313.4
297,292282.88
298,415549.6
299,263992.5
300,567192.4
301,929084.7
302,325510.47
303,565905.8
304,734879.7
305,466533.53
306,593727.1
307,489900.44
308,614387.2
309,268463.6
310,269135.8
311,558315.0
312,445750.6
313,586534.8
314,490490.1
315,414856.72
316,488542.2
317,530124.1
318,860626.6
319,489880.25
320,631794.94
321,438118.25
322,680187.8
323,376932.56
324,559370.0
325,562152.3
326,402792.88
327,451475.1
328,615844.9
329,691709.6
330,355713.5
331,353814.62
332,610197.2
333,336482.12
334,478557.22
335,328897.34
336,348372.78
337,769973.1
338,669607.56
339,525241.4
340,294022.4
341,289835.2
342,787093.94
343,422760.94
344,342441.22
345,517501.5
346,443398.16
347,395797.5
348,584594.0
349,811807.5
350,257275.31
351,228466.1
352,645091.6
353,508835.16
354,399382.03
355,694830.6
356,209071.02
357,468188.84
358,690507.6
359,416199.16
360,545663.5
361,456096.72
362,591443.56
363,586169.8
364,539009.5
365,818620.1
366,340666.72
367,229530.03
368,394055.06
369,530215.0
370,341108.3
371,502884.56
372,254208.22
373,359170.22
374,338487.16
375,266541.7
376,684914.6
377,474455.6
378,612912.6
379,406691.66
380,825866.9
381,505848.9
382,613068.1
383,290167.72
384,475403.56
385,364663.4
386,285204.53
387,588938.3
388,434919.06
389,324159.53
390,386666.8
391,600536.1
392,362224.7
393,418396.56
394,288948.34
395,422977.97
396,902199.3
397,924520.0
398,416987.25
399,447646.9
400,662850.3
401,248920.34
402,525493.94
403,412112.56
404,644129.44
405,337526.6
406,346914.88
407,356919.7
408,776999.2
409,859416.44
410,266540.25
411,405856.5
412,482741.75
413,690736.06
414,793381.5
415,518073.7
416,609627.6
417,771494.6
418,751211.4
419,424441.16
420,542540.56
