epoch,acc,loss,val_acc,val_loss
1,0.243068181818,3.11212838487,0.318181818182,2.72693503494
2,0.398817308241,2.30112598258,0.454639709756,2.08356210489
3,0.47631773469,1.93905929301,0.566096423141,1.54020352942
4,0.533746517316,1.67014533534,0.587869362379,1.52343859334
5,0.584067777337,1.47367964128,0.608605495137,1.44144019356
6,0.624381645535,1.31495898559,0.65733540707,1.31405656538
7,0.656109626429,1.18978651643,0.641264904188,1.30899516296
8,0.682094729061,1.0850257531,0.700362882353,1.08948087732
9,0.70546426338,1.00443177779,0.668221876744,1.20089300202
10,0.723204639794,0.935782033949,0.713322965298,1.05623959587
11,0.744186046515,0.88109674767,0.69932607578,1.12327093025
12,0.756809006656,0.832508217396,0.71487817522,1.03983993412
13,0.773298459092,0.788064464726,0.735614307993,1.0781013004
14,0.776425769036,0.757927099746,0.75064800424,0.974527576787
15,0.788025245922,0.718540531323,0.737169517947,0.95454175167
16,0.797918917382,0.690282178885,0.760497667247,0.963947322376
17,0.80098936715,0.684548982625,0.723172628336,1.0672037203
18,0.8129868653,0.642745274718,0.750129600891,1.00184235363
19,0.819468925911,0.623193900032,0.728356661514,1.05693625818
20,0.823164837666,0.600192357094,0.772939346874,0.854226956595
21,0.831125262978,0.591332124811,0.800414722685,0.744581781625
22,0.835560357085,0.564415591707,0.78071539664,0.822417716896
23,0.836811281063,0.560076309679,0.748574390938,0.982966210448
24,0.838915107753,0.548026804909,0.798341109445,0.797879173355
25,0.84005231137,0.536652500402,0.786417833136,0.815782319795
26,0.849775402289,0.519481095757,0.769828926936,0.935511935122
27,0.851367487352,0.508800731295,0.799377916111,0.751714464294
28,0.855461420367,0.504827597232,0.774494556858,0.929853906589
29,0.853698754765,0.495688961833,0.812856402281,0.680557935366
30,0.859100471943,0.47453418337,0.819595645474,0.800381758582
31,0.860180815378,0.481573906112,0.786936236423,0.797839890735
32,0.863137544781,0.462294987498,0.786936236423,0.834598270119
33,0.866264854722,0.449334810274,0.804561949289,0.824165844698
34,0.863649286405,0.46008044366,0.822706065319,0.66570075105
35,0.870472508106,0.440546050309,0.789009849787,0.874397035103
36,0.875362483656,0.428093223046,0.791601866314,0.896899642878
37,0.876783988173,0.417460676983,0.797304302871,0.734222869387
38,0.877466310346,0.422805173617,0.824261275365,0.807481899224
39,0.876329106728,0.423492057891,0.805080352545,0.760821929492
40,0.881844544267,0.408397187641,0.819077242094,0.819205721667
41,0.879968158302,0.409879949316,0.786417833198,0.916944768174
42,0.88423267186,0.391556099428,0.823742871985,0.745377923739
43,0.884858133852,0.38727517238,0.82737169521,0.710604616803
44,0.886507079093,0.386120451044,0.833074131798,0.701634882397
45,0.886905100362,0.383094246639,0.799377916111,0.818440726534
46,0.891283334283,0.368621800197,0.818040435521,0.723117494379
47,0.892534258259,0.365032217585,0.823742871954,0.713341857427
48,0.893444021154,0.368120892976,0.818558838807,0.776327832413
49,0.894694945133,0.370289674341,0.809745982436,0.81251290748
50,0.895036106215,0.364204227161,0.83722135834,0.681610005454
51,0.898106555982,0.358248894759,0.821150855427,0.688639624673
52,0.898447717064,0.35028145898,0.831518921814,0.705946671802
53,0.90168874737,0.343230113125,0.825298081939,0.752314702874
54,0.900722124298,0.337816359591,0.803525142623,0.875798167065
55,0.899300619776,0.345016032802,0.821150855427,0.744551006594
56,0.901006425202,0.344094335567,0.828926905194,0.813482368097
57,0.903223972252,0.326134718486,0.810782789072,0.824967463286
58,0.900835844658,0.333404544629,0.817522032141,0.795445471608
59,0.902029908458,0.335290220892,0.812856402281,0.844861915371
60,0.902769090806,0.329608528865,0.825816485287,0.797610624582
61,0.905668960027,0.318947699356,0.831000518465,0.733480562504
62,0.902598510263,0.328807303757,0.849663037874,0.630579730485
63,0.90794336726,0.316961538785,0.850699844541,0.679336448831
64,0.908739409791,0.316786136658,0.844479004666,0.640752191679
65,0.907886507079,0.30693861767,0.815966822219,0.784374896736
66,0.90629442202,0.320294215427,0.854328667796,0.640639978471
67,0.912549041908,0.29702835994,0.837221358248,0.748358032759
68,0.912492181725,0.298934152758,0.821150855396,0.804209088788
69,0.91260590209,0.299211549844,0.838258164883,0.742768120726
70,0.913970546426,0.29848903443,0.840331778123,0.662083836009
71,0.909876613411,0.304687879862,0.844997407999,0.655811355484
72,0.912435321548,0.29416407858,0.785899429787,1.02994698797
73,0.91419798715,0.294177336087,0.842405391487,0.718952886957
74,0.916586114747,0.282992928109,0.833074131705,0.744676080283
75,0.9149371695,0.282438938214,0.843960601379,0.757141400243
76,0.918121339626,0.279409495781,0.795230689507,1.01487533214
77,0.916017512939,0.286339103329,0.852255054463,0.687251586917
78,0.917666458183,0.282478284782,0.85536547437,0.695478523616
79,0.918974242338,0.277627928805,0.836184551581,0.713757258123
80,0.917780178541,0.271942020029,0.825298081939,0.860679315866
81,0.918405640533,0.276716553222,0.848626231239,0.633931112141
82,0.921078069032,0.275965259007,0.851736651145,0.696668315082
83,0.921703531021,0.270900866869,0.854328667734,0.698937341277
84,0.921817251382,0.264701765861,0.834629341659,0.762685935073
85,0.921532950475,0.267197469231,0.834110938403,0.782052646328
86,0.922215272645,0.266735296727,0.848107827921,0.722215263089
87,0.924773980785,0.258196019511,0.840850181441,0.722363669632
88,0.925342582591,0.259853583688,0.82737169521,0.809834815048
89,0.922272132829,0.26030611497,0.851736651176,0.705537971629
90,0.923977938253,0.253808077541,0.841886988108,0.742297636769
91,0.926252345482,0.250898857877,0.824261275303,0.839721033572
92,0.9244328197,0.251498947296,0.851218247859,0.686613709244
93,0.924773980785,0.258115294473,0.86210471747,0.641030478704
94,0.924944561327,0.252345564226,0.863659927424,0.622697457296
95,0.929322795246,0.24681615065,0.840850181441,0.747731323941
96,0.926366065844,0.249471423437,0.854328667703,0.714777892516
97,0.925285722409,0.251650215996,0.867288750679,0.600484855071
98,0.929607096152,0.241639716933,0.843442198061,0.735132191375
99,0.929607096151,0.244283857794,0.85277345775,0.691843217296
100,0.92818559163,0.251676338541,0.858994297564,0.684288833671
101,0.930289418324,0.246539952059,0.835147745007,0.764647074442
102,0.930346278501,0.237172209667,0.838776568201,0.729168936015
103,0.930630579405,0.239433677076,0.858475894277,0.719082333626
104,0.930232558143,0.237287905094,0.861067910866,0.624540429574
105,0.932450105191,0.230398440677,0.864178330803,0.622672352648
106,0.932848126457,0.230880366918,0.835147745069,0.740912992077
107,0.930175697962,0.231549332444,0.835666148356,0.761970245348
108,0.933018707003,0.225229719563,0.86054950761,0.676570390216
109,0.933246147723,0.232908768028,0.852255054463,0.712656632846
110,0.931938363567,0.225605574723,0.850181441223,0.64619869241
111,0.934042190254,0.227428865118,0.857957491021,0.67418761872
112,0.935065673509,0.219624405922,0.856920684323,0.67022209146
113,0.931995223748,0.231219219287,0.851218247859,0.725594027278
114,0.931995223747,0.232192223266,0.835666148294,0.759747988329
115,0.937055779841,0.218918931295,0.831000518403,0.790381799542
116,0.936202877129,0.223970934375,0.843442198092,0.67356307742
117,0.933701029169,0.222868925736,0.851218247797,0.708156545941
