id,character
1,nelson_muntz
2,kent_brockman
3,edna_krabappel
4,edna_krabappel
5,krusty_the_clown
6,lisa_simpson
7,milhouse_van_houten
8,moe_szyslak
9,marge_simpson
10,homer_simpson
11,milhouse_van_houten
12,mayor_quimby
13,principal_skinner
14,edna_krabappel
15,homer_simpson
16,milhouse_van_houten
17,mayor_quimby
18,krusty_the_clown
19,lenny_leonard
20,kent_brockman
21,krusty_the_clown
22,lisa_simpson
23,krusty_the_clown
24,homer_simpson
25,bart_simpson
26,abraham_grampa_simpson
27,mayor_quimby
28,lisa_simpson
29,lenny_leonard
30,milhouse_van_houten
31,lenny_leonard
32,homer_simpson
33,apu_nahasapeemapetilon
34,homer_simpson
35,abraham_grampa_simpson
36,homer_simpson
37,marge_simpson
38,charles_montgomery_burns
39,milhouse_van_houten
40,marge_simpson
41,apu_nahasapeemapetilon
42,charles_montgomery_burns
43,chief_wiggum
44,ned_flanders
45,lisa_simpson
46,edna_krabappel
47,marge_simpson
48,apu_nahasapeemapetilon
49,principal_skinner
50,sideshow_bob
51,chief_wiggum
52,homer_simpson
53,lenny_leonard
54,edna_krabappel
55,lisa_simpson
56,mayor_quimby
57,bart_simpson
58,krusty_the_clown
59,edna_krabappel
60,lenny_leonard
61,moe_szyslak
62,comic_book_guy
63,moe_szyslak
64,lenny_leonard
65,kent_brockman
66,ned_flanders
67,lenny_leonard
68,chief_wiggum
69,edna_krabappel
70,moe_szyslak
71,krusty_the_clown
72,charles_montgomery_burns
73,principal_skinner
74,comic_book_guy
75,principal_skinner
76,moe_szyslak
77,edna_krabappel
78,milhouse_van_houten
79,chief_wiggum
80,lenny_leonard
81,bart_simpson
82,sideshow_bob
83,edna_krabappel
84,mayor_quimby
85,homer_simpson
86,lisa_simpson
87,krusty_the_clown
88,krusty_the_clown
89,sideshow_bob
90,bart_simpson
91,nelson_muntz
92,chief_wiggum
93,sideshow_bob
94,principal_skinner
95,principal_skinner
96,bart_simpson
97,kent_brockman
98,kent_brockman
99,krusty_the_clown
100,principal_skinner
101,krusty_the_clown
102,sideshow_bob
103,bart_simpson
104,charles_montgomery_burns
105,comic_book_guy
106,sideshow_bob
107,ned_flanders
108,krusty_the_clown
109,ned_flanders
110,marge_simpson
111,mayor_quimby
112,principal_skinner
113,principal_skinner
114,principal_skinner
115,milhouse_van_houten
116,mayor_quimby
117,chief_wiggum
118,ned_flanders
119,charles_montgomery_burns
120,bart_simpson
121,apu_nahasapeemapetilon
122,apu_nahasapeemapetilon
123,krusty_the_clown
124,chief_wiggum
125,lisa_simpson
126,sideshow_bob
127,marge_simpson
128,kent_brockman
129,lisa_simpson
130,apu_nahasapeemapetilon
131,sideshow_bob
132,moe_szyslak
133,milhouse_van_houten
134,charles_montgomery_burns
135,homer_simpson
136,bart_simpson
137,charles_montgomery_burns
138,moe_szyslak
139,bart_simpson
140,marge_simpson
141,homer_simpson
142,principal_skinner
143,charles_montgomery_burns
144,charles_montgomery_burns
145,charles_montgomery_burns
146,apu_nahasapeemapetilon
147,lisa_simpson
148,lenny_leonard
149,principal_skinner
150,kent_brockman
151,milhouse_van_houten
152,homer_simpson
153,chief_wiggum
154,apu_nahasapeemapetilon
155,mayor_quimby
156,apu_nahasapeemapetilon
157,lisa_simpson
158,moe_szyslak
159,homer_simpson
160,mayor_quimby
161,charles_montgomery_burns
162,apu_nahasapeemapetilon
163,apu_nahasapeemapetilon
164,principal_skinner
165,comic_book_guy
166,principal_skinner
167,marge_simpson
168,lisa_simpson
169,sideshow_bob
170,kent_brockman
171,sideshow_bob
172,edna_krabappel
173,lisa_simpson
174,apu_nahasapeemapetilon
175,sideshow_bob
176,chief_wiggum
177,sideshow_bob
178,principal_skinner
179,krusty_the_clown
180,chief_wiggum
181,lenny_leonard
182,charles_montgomery_burns
183,principal_skinner
184,sideshow_bob
185,comic_book_guy
186,kent_brockman
187,principal_skinner
188,apu_nahasapeemapetilon
189,charles_montgomery_burns
190,chief_wiggum
191,ned_flanders
192,milhouse_van_houten
193,marge_simpson
194,krusty_the_clown
195,milhouse_van_houten
196,nelson_muntz
197,apu_nahasapeemapetilon
198,ned_flanders
199,moe_szyslak
200,homer_simpson
201,sideshow_bob
202,principal_skinner
203,abraham_grampa_simpson
204,edna_krabappel
205,marge_simpson
206,krusty_the_clown
207,chief_wiggum
208,ned_flanders
209,marge_simpson
210,lenny_leonard
211,principal_skinner
212,principal_skinner
213,ned_flanders
214,apu_nahasapeemapetilon
215,chief_wiggum
216,apu_nahasapeemapetilon
217,mayor_quimby
218,homer_simpson
219,principal_skinner
220,marge_simpson
221,edna_krabappel
222,chief_wiggum
223,marge_simpson
224,ned_flanders
225,milhouse_van_houten
226,homer_simpson
227,edna_krabappel
228,homer_simpson
229,charles_montgomery_burns
230,bart_simpson
231,bart_simpson
232,apu_nahasapeemapetilon
233,milhouse_van_houten
234,marge_simpson
235,abraham_grampa_simpson
236,ned_flanders
237,edna_krabappel
238,ned_flanders
239,principal_skinner
240,comic_book_guy
241,mayor_quimby
242,edna_krabappel
243,edna_krabappel
244,lisa_simpson
245,apu_nahasapeemapetilon
246,milhouse_van_houten
247,marge_simpson
248,edna_krabappel
249,charles_montgomery_burns
250,kent_brockman
251,moe_szyslak
252,homer_simpson
253,edna_krabappel
254,abraham_grampa_simpson
255,charles_montgomery_burns
256,apu_nahasapeemapetilon
257,principal_skinner
258,sideshow_bob
259,edna_krabappel
260,krusty_the_clown
261,lisa_simpson
262,kent_brockman
263,bart_simpson
264,edna_krabappel
265,comic_book_guy
266,comic_book_guy
267,homer_simpson
268,chief_wiggum
269,milhouse_van_houten
270,sideshow_bob
271,homer_simpson
272,abraham_grampa_simpson
273,moe_szyslak
274,apu_nahasapeemapetilon
275,apu_nahasapeemapetilon
276,comic_book_guy
277,lisa_simpson
278,moe_szyslak
279,edna_krabappel
280,bart_simpson
281,sideshow_bob
282,apu_nahasapeemapetilon
283,edna_krabappel
284,mayor_quimby
285,apu_nahasapeemapetilon
286,moe_szyslak
287,krusty_the_clown
288,abraham_grampa_simpson
289,nelson_muntz
290,charles_montgomery_burns
291,marge_simpson
292,nelson_muntz
293,principal_skinner
294,kent_brockman
295,krusty_the_clown
296,charles_montgomery_burns
297,marge_simpson
298,moe_szyslak
299,homer_simpson
300,moe_szyslak
301,edna_krabappel
302,ned_flanders
303,nelson_muntz
304,mayor_quimby
305,edna_krabappel
306,krusty_the_clown
307,edna_krabappel
308,lisa_simpson
309,krusty_the_clown
310,nelson_muntz
311,comic_book_guy
312,charles_montgomery_burns
313,marge_simpson
314,marge_simpson
315,ned_flanders
316,ned_flanders
317,apu_nahasapeemapetilon
318,principal_skinner
319,moe_szyslak
320,comic_book_guy
321,chief_wiggum
322,charles_montgomery_burns
323,homer_simpson
324,edna_krabappel
325,nelson_muntz
326,edna_krabappel
327,charles_montgomery_burns
328,lisa_simpson
329,bart_simpson
330,kent_brockman
331,edna_krabappel
332,bart_simpson
