id,character
1,ned_flanders
2,kent_brockman
3,krusty_the_clown
4,ned_flanders
5,krusty_the_clown
6,lisa_simpson
7,milhouse_van_houten
8,homer_simpson
9,milhouse_van_houten
10,sideshow_bob
11,milhouse_van_houten
12,comic_book_guy
13,principal_skinner
14,ned_flanders
15,moe_szyslak
16,milhouse_van_houten
17,mayor_quimby
18,krusty_the_clown
19,lenny_leonard
20,kent_brockman
21,sideshow_bob
22,bart_simpson
23,apu_nahasapeemapetilon
24,homer_simpson
25,bart_simpson
26,abraham_grampa_simpson
27,mayor_quimby
28,bart_simpson
29,krusty_the_clown
30,milhouse_van_houten
31,ned_flanders
32,abraham_grampa_simpson
33,apu_nahasapeemapetilon
34,homer_simpson
35,abraham_grampa_simpson
36,homer_simpson
37,marge_simpson
38,charles_montgomery_burns
39,mayor_quimby
40,milhouse_van_houten
41,apu_nahasapeemapetilon
42,charles_montgomery_burns
43,chief_wiggum
44,ned_flanders
45,moe_szyslak
46,edna_krabappel
47,marge_simpson
48,apu_nahasapeemapetilon
49,principal_skinner
50,sideshow_bob
51,chief_wiggum
52,homer_simpson
53,homer_simpson
54,ned_flanders
55,ned_flanders
56,homer_simpson
57,bart_simpson
58,krusty_the_clown
59,edna_krabappel
60,lenny_leonard
61,moe_szyslak
62,chief_wiggum
63,moe_szyslak
64,lenny_leonard
65,kent_brockman
66,ned_flanders
67,sideshow_bob
68,chief_wiggum
69,abraham_grampa_simpson
70,moe_szyslak
71,krusty_the_clown
72,charles_montgomery_burns
73,principal_skinner
74,comic_book_guy
75,principal_skinner
76,sideshow_bob
77,abraham_grampa_simpson
78,milhouse_van_houten
79,chief_wiggum
80,lenny_leonard
81,bart_simpson
82,sideshow_bob
83,edna_krabappel
84,mayor_quimby
85,homer_simpson
86,bart_simpson
87,krusty_the_clown
88,krusty_the_clown
89,sideshow_bob
90,bart_simpson
91,moe_szyslak
92,chief_wiggum
93,sideshow_bob
94,principal_skinner
95,principal_skinner
96,bart_simpson
97,kent_brockman
98,moe_szyslak
99,krusty_the_clown
100,apu_nahasapeemapetilon
101,krusty_the_clown
102,apu_nahasapeemapetilon
103,bart_simpson
104,charles_montgomery_burns
105,mayor_quimby
106,sideshow_bob
107,ned_flanders
108,krusty_the_clown
109,ned_flanders
110,apu_nahasapeemapetilon
111,mayor_quimby
112,principal_skinner
113,sideshow_bob
114,principal_skinner
115,milhouse_van_houten
116,principal_skinner
117,charles_montgomery_burns
118,apu_nahasapeemapetilon
119,charles_montgomery_burns
120,ned_flanders
121,apu_nahasapeemapetilon
122,apu_nahasapeemapetilon
123,krusty_the_clown
124,chief_wiggum
125,lisa_simpson
126,sideshow_bob
127,marge_simpson
128,kent_brockman
129,bart_simpson
130,apu_nahasapeemapetilon
131,sideshow_bob
132,moe_szyslak
133,milhouse_van_houten
134,milhouse_van_houten
135,homer_simpson
136,bart_simpson
137,homer_simpson
138,charles_montgomery_burns
139,bart_simpson
140,marge_simpson
141,homer_simpson
142,principal_skinner
143,charles_montgomery_burns
144,charles_montgomery_burns
145,abraham_grampa_simpson
146,apu_nahasapeemapetilon
147,bart_simpson
148,lenny_leonard
149,principal_skinner
150,kent_brockman
151,milhouse_van_houten
152,homer_simpson
153,chief_wiggum
154,krusty_the_clown
155,mayor_quimby
156,apu_nahasapeemapetilon
157,sideshow_bob
158,moe_szyslak
159,abraham_grampa_simpson
160,comic_book_guy
161,krusty_the_clown
162,apu_nahasapeemapetilon
163,apu_nahasapeemapetilon
164,charles_montgomery_burns
165,nelson_muntz
166,moe_szyslak
167,marge_simpson
168,lisa_simpson
169,sideshow_bob
170,kent_brockman
171,sideshow_bob
172,apu_nahasapeemapetilon
173,homer_simpson
174,sideshow_bob
175,sideshow_bob
176,chief_wiggum
177,sideshow_bob
178,principal_skinner
179,krusty_the_clown
180,chief_wiggum
181,charles_montgomery_burns
182,charles_montgomery_burns
183,principal_skinner
184,apu_nahasapeemapetilon
185,comic_book_guy
186,kent_brockman
187,edna_krabappel
188,apu_nahasapeemapetilon
189,moe_szyslak
190,chief_wiggum
191,ned_flanders
192,milhouse_van_houten
193,marge_simpson
194,sideshow_bob
195,milhouse_van_houten
196,ned_flanders
197,apu_nahasapeemapetilon
198,ned_flanders
199,moe_szyslak
200,abraham_grampa_simpson
201,sideshow_bob
202,principal_skinner
203,abraham_grampa_simpson
204,edna_krabappel
205,krusty_the_clown
206,krusty_the_clown
207,chief_wiggum
208,nelson_muntz
209,ned_flanders
210,ned_flanders
211,principal_skinner
212,principal_skinner
213,sideshow_bob
214,homer_simpson
215,chief_wiggum
216,apu_nahasapeemapetilon
217,abraham_grampa_simpson
218,ned_flanders
219,krusty_the_clown
220,marge_simpson
221,homer_simpson
222,chief_wiggum
223,marge_simpson
224,ned_flanders
225,milhouse_van_houten
226,homer_simpson
227,ned_flanders
228,abraham_grampa_simpson
229,moe_szyslak
230,principal_skinner
231,bart_simpson
232,apu_nahasapeemapetilon
233,milhouse_van_houten
234,marge_simpson
235,abraham_grampa_simpson
236,ned_flanders
237,ned_flanders
238,krusty_the_clown
239,comic_book_guy
240,comic_book_guy
241,krusty_the_clown
242,apu_nahasapeemapetilon
243,ned_flanders
244,lisa_simpson
245,apu_nahasapeemapetilon
246,milhouse_van_houten
247,marge_simpson
248,ned_flanders
249,charles_montgomery_burns
250,kent_brockman
251,moe_szyslak
252,homer_simpson
253,edna_krabappel
254,abraham_grampa_simpson
255,homer_simpson
256,apu_nahasapeemapetilon
257,principal_skinner
258,lenny_leonard
259,edna_krabappel
260,krusty_the_clown
261,bart_simpson
262,kent_brockman
263,lisa_simpson
264,edna_krabappel
265,comic_book_guy
266,homer_simpson
267,sideshow_bob
268,chief_wiggum
269,milhouse_van_houten
270,lenny_leonard
271,homer_simpson
272,abraham_grampa_simpson
273,homer_simpson
274,apu_nahasapeemapetilon
275,apu_nahasapeemapetilon
276,comic_book_guy
277,bart_simpson
278,moe_szyslak
279,lenny_leonard
280,bart_simpson
281,sideshow_bob
282,apu_nahasapeemapetilon
283,edna_krabappel
284,mayor_quimby
285,apu_nahasapeemapetilon
286,apu_nahasapeemapetilon
287,krusty_the_clown
288,abraham_grampa_simpson
289,ned_flanders
290,moe_szyslak
291,marge_simpson
292,nelson_muntz
293,principal_skinner
294,kent_brockman
295,krusty_the_clown
296,charles_montgomery_burns
297,marge_simpson
298,charles_montgomery_burns
299,homer_simpson
300,moe_szyslak
301,sideshow_bob
302,homer_simpson
303,nelson_muntz
304,mayor_quimby
305,edna_krabappel
306,krusty_the_clown
307,bart_simpson
308,lisa_simpson
309,krusty_the_clown
310,ned_flanders
311,comic_book_guy
312,ned_flanders
313,marge_simpson
314,marge_simpson
315,ned_flanders
316,ned_flanders
317,apu_nahasapeemapetilon
318,moe_szyslak
319,nelson_muntz
320,mayor_quimby
321,chief_wiggum
322,charles_montgomery_burns
323,abraham_grampa_simpson
324,edna_krabappel
325,nelson_muntz
326,lisa_simpson
327,charles_montgomery_burns
328,homer_simpson
329,bart_simpson
330,charles_montgomery_burns
331,comic_book_guy
332,marge_simpson
333,abraham_grampa_simpson
334,chief_wiggum
335,kent_brockman
336,krusty_the_clown
337,kent_brockman
338,krusty_the_clown
339,chief_wiggum
340,krusty_the_clown
341,principal_skinner
342,apu_nahasapeemapetilon
343,homer_simpson
344,lisa_simpson
345,nelson_muntz
346,kent_brockman
347,nelson_muntz
348,charles_montgomery_burns
349,apu_nahasapeemapetilon
350,lisa_simpson
351,ned_flanders
352,chief_wiggum
353,sideshow_bob
354,principal_skinner
355,nelson_muntz
356,bart_simpson
357,abraham_grampa_simpson
358,lisa_simpson
359,bart_simpson
360,mayor_quimby
361,sideshow_bob
362,krusty_the_clown
363,milhouse_van_houten
364,chief_wiggum
365,homer_simpson
366,marge_simpson
367,krusty_the_clown
368,nelson_muntz
369,abraham_grampa_simpson
370,krusty_the_clown
371,ned_flanders
372,chief_wiggum
373,lisa_simpson
374,apu_nahasapeemapetilon
375,homer_simpson
376,milhouse_van_houten
377,sideshow_bob
378,abraham_grampa_simpson
379,ned_flanders
380,principal_skinner
381,abraham_grampa_simpson
382,ned_flanders
383,moe_szyslak
384,marge_simpson
385,ned_flanders
386,sideshow_bob
387,lenny_leonard
388,moe_szyslak
389,nelson_muntz
390,bart_simpson
391,lisa_simpson
392,ned_flanders
393,sideshow_bob
394,bart_simpson
395,ned_flanders
396,homer_simpson
397,marge_simpson
398,marge_simpson
399,apu_nahasapeemapetilon
400,marge_simpson
401,charles_montgomery_burns
402,bart_simpson
403,nelson_muntz
404,abraham_grampa_simpson
405,abraham_grampa_simpson
