ID,top,left,bottom,right,score,class
1,1.065129280090332,107.90089416503906,30.75419044494629,188.25543212890625,0.8663938641548157,0
2,6.281075477600098,15.983884811401367,39.3780517578125,84.43991088867188,0.7407077550888062,0
3,13.889942169189453,95.43445587158203,40.763885498046875,157.41966247558594,0.9015478491783142,0
4,0.0,0.0,256.0,320.0,0.0,0
5,1.728624701499939,198.97882080078125,28.637807846069336,268.5068054199219,0.9916096925735474,0
6,0.697324275970459,46.96306228637695,24.10202407836914,120.59248352050781,0.9801753759384155,0
7,0.0,0.0,256.0,320.0,0.0,0
8,0.5229002237319946,88.94257354736328,31.020505905151367,173.7952880859375,0.9993378520011902,0
9,0.0,0.0,256.0,320.0,0.0,0
10,0.0,0.0,256.0,320.0,0.0,0
11,12.464690208435059,173.79879760742188,52.499290466308594,266.0783386230469,0.9649810194969177,0
12,125.1053695678711,143.9429931640625,152.8688201904297,195.93563842773438,0.6950950622558594,0
13,11.626834869384766,102.99757385253906,38.58778381347656,163.7977294921875,0.990246057510376,0
14,11.674922943115234,75.74517059326172,37.52206039428711,133.79458618164062,0.9913766980171204,0
15,218.60487365722656,250.21554565429688,241.32862854003906,308.10528564453125,0.4549858868122101,0
16,133.16184997558594,190.56781005859375,174.468505859375,287.6707763671875,0.9500415325164795,0
17,17.315670013427734,50.67222213745117,41.79521179199219,105.01295471191406,0.8625876903533936,0
18,-0.11303722858428955,29.89914321899414,38.31936264038086,119.408203125,0.9892126321792603,0
19,3.652503490447998,148.3626708984375,29.23324966430664,218.0896759033203,0.9899126887321472,0
20,0.7169884443283081,132.4862518310547,32.38243103027344,200.78932189941406,0.9892063736915588,0
21,0.0,0.0,256.0,320.0,0.0,0
22,127.03266906738281,183.07376098632812,152.50572204589844,237.9816436767578,0.8105868697166443,0
23,198.3907470703125,233.59268188476562,223.50851440429688,290.4171142578125,0.3749314546585083,0
24,96.67085266113281,98.05268859863281,125.6645278930664,164.04177856445312,0.9985507130622864,0
25,0.0,0.0,256.0,320.0,0.0,0
26,0.0,0.0,256.0,320.0,0.0,0
27,66.45140838623047,167.05087280273438,117.82650756835938,275.8131103515625,0.9062338471412659,0
28,2.798616886138916,63.401824951171875,27.975099563598633,134.66073608398438,0.9638928771018982,0
29,12.520212173461914,93.59566497802734,37.37982177734375,165.325927734375,0.932780921459198,0
30,11.212337493896484,125.68122863769531,37.60567855834961,185.4908447265625,0.994455873966217,0
31,0.9543263912200928,239.06085205078125,33.64236831665039,310.72833251953125,0.9993211030960083,0
32,191.8838348388672,200.31658935546875,217.34201049804688,257.43487548828125,0.9905564188957214,0
33,0.0,0.0,256.0,320.0,0.0,0
34,0.4089081287384033,220.71310424804688,27.64522361755371,299.2096862792969,0.9900308847427368,0
35,0.2058112621307373,167.13043212890625,40.423316955566406,257.7364807128906,0.9144859910011292,0
36,174.8375701904297,160.86541748046875,201.49288940429688,218.9713134765625,0.8853107690811157,0
37,9.853940963745117,67.54264068603516,43.162506103515625,150.3597412109375,0.9716430306434631,0
38,2.93442964553833,114.1256103515625,36.82187271118164,190.2662353515625,0.9983310699462891,0
39,11.363598823547363,4.451344013214111,41.31660461425781,74.78923797607422,0.963337242603302,0
40,0.0,0.0,256.0,320.0,0.0,0
41,34.808319091796875,181.12892150878906,78.43101501464844,269.13726806640625,0.9940869808197021,0
42,0.0,0.0,256.0,320.0,0.0,0
43,24.169498443603516,33.42158126831055,56.88497543334961,109.24293518066406,0.9767348766326904,0
44,3.73052716255188,45.84263229370117,40.98542022705078,136.818603515625,0.8656678199768066,0
45,6.325507164001465,12.726821899414062,49.47085952758789,96.19027709960938,0.9989889860153198,0
46,15.739850044250488,165.8352813720703,43.528507232666016,232.01040649414062,0.9963324069976807,0
47,0.0,0.0,256.0,320.0,0.0,0
48,16.525686264038086,48.32041931152344,41.47274398803711,104.05784606933594,0.9481061697006226,0
49,0.0,0.0,256.0,320.0,0.0,0
50,1.0270607471466064,95.8798599243164,34.344154357910156,170.3785858154297,0.8838838338851929,0
51,0.8265352249145508,51.056610107421875,25.398136138916016,123.9150390625,0.9981473088264465,0
52,201.5393829345703,107.83621215820312,225.9791259765625,168.99765014648438,0.9983057975769043,0
53,0.0,0.0,256.0,320.0,0.0,0
54,12.113125801086426,142.2939910888672,49.88437271118164,228.6614227294922,0.9865789413452148,0
55,2.7782812118530273,103.65167236328125,32.704383850097656,178.45449829101562,0.9397839903831482,0
56,0.0,0.0,256.0,320.0,0.0,0
57,16.40386390686035,195.32647705078125,51.27989196777344,271.9796447753906,0.795406699180603,0
58,160.2401123046875,106.6255874633789,194.1500244140625,181.10247802734375,0.9982229471206665,0
59,98.90513610839844,169.16506958007812,131.48086547851562,240.71713256835938,0.9743033051490784,0
60,0.0,0.0,256.0,320.0,0.0,0
61,101.60929107666016,205.28286743164062,126.92430114746094,254.33441162109375,0.35116976499557495,0
62,14.78708267211914,231.53807067871094,50.48225021362305,307.384765625,0.9734107255935669,0
63,31.254575729370117,143.21206665039062,56.9788932800293,206.22900390625,0.9385779500007629,0
64,14.11299991607666,51.71806335449219,40.42754364013672,111.06281280517578,0.9949399828910828,0
65,2.4449408054351807,86.10893249511719,27.7708740234375,158.25933837890625,0.9929064512252808,0
66,0.6379258632659912,62.17416763305664,25.395221710205078,135.5673828125,0.9987576007843018,0
67,0.4553273320198059,81.7344970703125,25.259273529052734,139.53463745117188,0.9957083463668823,0
68,0.25224119424819946,37.990196228027344,24.27208137512207,96.12110900878906,0.9760363698005676,0
69,1.5233418941497803,94.46870422363281,26.7235164642334,166.69752502441406,0.9821944236755371,0
70,4.047422885894775,67.52836608886719,33.19607162475586,126.13172912597656,0.9630195498466492,0
71,3.472466468811035,179.49034118652344,38.55998229980469,251.69290161132812,0.9466480612754822,0
72,32.215545654296875,213.07737731933594,65.51690673828125,280.6570739746094,0.7482384443283081,0
73,2.3395137786865234,165.49856567382812,26.2032413482666,238.38685607910156,0.9455847144126892,0
74,211.68899536132812,222.9175567626953,242.57789611816406,298.76373291015625,0.9593464732170105,0
75,0.0,0.0,256.0,320.0,0.0,0
76,1.4308037757873535,66.99547576904297,25.6744441986084,127.51212310791016,0.9183678030967712,0
77,27.293508529663086,125.9585189819336,54.73186111450195,186.3409423828125,0.9051080942153931,0
78,3.788743495941162,78.37443542480469,37.27791976928711,158.39944458007812,0.4723871052265167,0
79,0.0,0.0,256.0,320.0,0.0,0
80,206.60049438476562,244.49569702148438,231.08013916015625,294.8822326660156,0.8978353142738342,0
81,0.0,0.0,256.0,320.0,0.0,0
82,30.631893157958984,26.840065002441406,64.26254272460938,105.9676513671875,0.9130265712738037,0
83,104.21027374267578,38.986671447753906,131.8983154296875,91.17180633544922,0.7505725026130676,0
84,4.104201793670654,122.12370300292969,36.81765365600586,200.5839385986328,0.8601773977279663,0
85,155.64208984375,97.19017028808594,184.15570068359375,154.58494567871094,0.9975825548171997,0
86,3.737286329269409,72.8787612915039,30.270620346069336,132.3214874267578,0.8601759076118469,0
87,0.0,0.0,256.0,320.0,0.0,0
88,82.1345443725586,95.32271575927734,125.23744201660156,177.75439453125,0.9995983242988586,0
89,1.3819849491119385,167.9717254638672,27.24195671081543,237.8888702392578,0.9979683756828308,0
90,5.502480506896973,125.10087585449219,39.90399932861328,199.98388671875,0.8733561038970947,0
91,146.0762481689453,232.92599487304688,173.04415893554688,288.7577819824219,0.9766780734062195,0
92,0.23267269134521484,81.1509017944336,26.530672073364258,151.22691345214844,0.9492581486701965,0
93,14.370898246765137,158.91441345214844,41.56086349487305,218.6786651611328,0.9931759834289551,0
94,3.152815103530884,143.36204528808594,37.58681106567383,217.862548828125,0.9846475124359131,0
95,2.533931255340576,29.317502975463867,34.71686935424805,117.98945617675781,0.8375107049942017,0
96,4.228545188903809,132.00753784179688,31.57892608642578,191.38864135742188,0.9975674152374268,0
97,139.9740753173828,207.0663299560547,183.10855102539062,283.88922119140625,0.9875227808952332,0
98,2.136862277984619,63.64558410644531,34.212310791015625,151.1773223876953,0.9192905426025391,0
99,14.095610618591309,48.218162536621094,47.10281753540039,125.4775161743164,0.9696566462516785,0
100,13.938323020935059,245.36563110351562,49.3773078918457,314.8278503417969,0.884371280670166,0
101,2.6610124111175537,81.52945709228516,43.38867950439453,165.18478393554688,0.9578126668930054,0
102,4.0286102294921875,57.886756896972656,38.3182487487793,132.29766845703125,0.7188260555267334,0
103,-0.024731755256652832,85.1717300415039,31.146312713623047,165.91464233398438,0.9157915711402893,0
104,0.9171473979949951,107.47867584228516,31.27288055419922,191.99978637695312,0.982913613319397,0
105,0.0,0.0,256.0,320.0,0.0,0
106,0.0,0.0,256.0,320.0,0.0,0
107,0.0,0.0,256.0,320.0,0.0,0
108,0.0,0.0,256.0,320.0,0.0,0
109,119.77472686767578,105.67691040039062,144.42483520507812,161.71363830566406,0.9545986652374268,0
110,0.0,0.0,256.0,320.0,0.0,0
111,83.87181854248047,73.17300415039062,115.79312133789062,141.31893920898438,0.9873232245445251,0
112,0.0,0.0,256.0,320.0,0.0,0
113,0.0,0.0,256.0,320.0,0.0,0
