id,price
1,622175.1
2,607120.06
3,508081.22
4,450087.84
5,898612.0
6,458064.66
7,178083.77
8,424429.3
9,343265.88
10,474703.1
11,1121775.4
12,327113.84
13,1985198.9
14,520964.28
15,585343.1
16,1165070.0
17,500177.66
18,489131.4
19,556621.94
20,514935.78
21,521200.4
22,1169384.9
23,585086.94
24,734970.3
25,371895.56
26,244819.53
27,708084.6
28,266998.38
29,629241.9
30,182886.17
31,680890.6
32,768012.8
33,424818.56
34,179951.33
35,222964.77
36,204799.88
37,321118.62
38,560235.44
39,662166.25
40,832697.1
41,676960.56
42,432001.5
43,954800.0
44,268619.03
45,296608.8
46,679578.5
47,435513.84
48,913686.0
49,921466.0
50,2766047.5
51,401239.66
52,777094.06
53,730494.06
54,357166.3
55,502223.38
56,533597.9
57,585129.4
58,612610.5
59,347195.44
60,270564.9
61,273715.47
62,251337.34
63,405968.12
64,883725.8
65,293301.6
66,486808.9
67,767963.25
68,339147.12
69,870645.3
70,541395.4
71,428062.38
72,458991.62
73,690525.8
74,1087713.2
75,416927.06
76,2371127.5
77,360911.5
78,618655.44
79,352548.62
80,1347991.8
81,236222.27
82,426383.16
83,478006.28
84,928353.9
85,371910.1
86,583921.8
87,393286.9
88,360758.7
89,286976.84
90,231660.22
91,530665.4
92,280926.75
93,663866.06
94,523960.38
95,922897.9
96,708957.06
97,944389.4
98,456348.44
99,612261.0
100,344604.97
101,564413.94
102,447366.1
103,316128.28
104,621466.7
105,266822.7
106,797656.6
107,651465.4
108,474680.44
109,594524.75
110,448623.1
111,744462.06
112,514453.06
113,327813.88
114,424369.47
115,220704.4
116,406142.56
117,290784.7
118,938510.56
119,201092.67
120,266548.97
121,1066907.1
122,335711.25
123,334403.94
124,567347.56
125,290888.12
126,325381.5
127,595870.5
128,749103.94
129,779185.9
130,227940.56
131,715191.5
132,526307.94
133,403319.6
134,379658.62
135,463065.44
136,595013.9
137,1302197.8
138,312404.7
139,638451.8
140,724736.0
141,737598.1
142,286169.53
143,743874.5
144,597479.44
145,622955.9
146,818677.94
147,1689095.5
148,361730.5
149,481824.4
150,1038162.44
151,1151231.9
152,894112.44
153,290969.88
154,883499.0
155,440773.97
156,311392.94
157,197181.52
158,397875.44
159,243442.67
160,482801.94
161,603666.94
162,507643.8
163,519467.53
164,454613.03
165,490714.22
166,400261.8
167,661080.56
168,568040.0
169,284863.28
170,464419.7
171,542881.1
172,616423.94
173,195078.06
174,320387.44
175,385897.06
176,300646.4
177,267490.62
178,414964.8
179,331656.53
180,307097.06
181,627302.25
182,420117.78
183,489060.28
184,722728.6
185,420192.4
186,440048.56
187,594009.4
188,558743.75
189,651369.06
190,542995.2
191,286655.7
192,788097.9
193,398737.06
194,222643.23
195,338229.28
196,187711.78
197,307413.12
198,1110367.6
199,233468.34
200,561328.2
201,316895.44
202,491749.75
203,791439.56
204,1322068.6
205,841410.6
206,228970.33
207,816211.75
208,747550.8
209,241083.14
210,428011.53
211,274396.94
212,561509.94
213,274232.84
214,243383.19
215,695652.3
216,360560.38
217,371235.47
218,758629.6
219,547186.94
220,602597.0
221,456092.34
222,901080.7
223,305777.2
224,244623.4
225,225204.14
226,951272.25
227,402321.1
228,300087.66
229,2183062.0
230,598111.6
231,776563.94
232,485409.53
233,225740.42
234,581066.8
235,419948.84
236,844513.6
237,242143.78
238,467458.38
239,631551.44
240,187697.61
241,374063.62
242,440589.75
243,935156.25
244,265677.5
245,1000520.5
246,214786.48
247,650463.94
248,3001684.8
249,273229.78
250,221120.5
251,298164.12
252,418133.03
253,341779.88
254,388415.25
255,372297.9
256,368704.72
257,451094.2
258,895308.8
259,259819.17
260,398387.0
261,350082.34
262,712482.8
263,668846.1
264,469448.4
265,1177177.8
266,720560.8
267,339797.16
268,433669.8
269,434964.75
270,583441.2
271,405933.7
272,484489.97
273,538444.6
274,482952.5
275,393688.66
276,469052.12
277,795984.06
278,354142.72
279,206459.94
280,587321.6
281,522209.94
282,350381.66
283,498050.12
284,443003.44
285,1225875.4
286,817514.6
287,283780.9
288,770921.94
289,361659.03
290,725260.8
291,699754.5
292,258250.0
293,494894.8
294,816376.7
295,264375.38
296,624133.7
297,303813.34
298,528035.7
299,239481.17
300,705447.56
301,1581884.8
302,340321.2
303,736769.0
304,847355.44
305,527090.56
306,604118.5
307,467811.47
308,719703.0
309,278201.56
310,182413.12
311,734934.1
312,477836.3
313,462654.25
314,612409.9
315,519980.44
316,535807.9
317,616410.6
318,1337365.0
319,484285.25
320,629494.4
321,528980.06
322,631137.94
323,510284.8
324,511063.62
325,794604.94
326,529509.25
327,465290.1
328,624089.9
329,858410.0
330,315730.66
331,441817.5
332,742780.4
333,328977.03
334,413119.53
335,380870.66
336,300011.2
337,1088622.9
338,794211.3
339,607865.6
340,328251.47
341,266148.66
342,960788.06
343,529283.2
344,404335.2
345,690608.56
346,438810.47
347,445031.47
348,621694.94
349,1394472.0
350,209162.3
351,176651.02
352,739065.3
353,452202.34
354,451568.2
355,916619.94
356,164872.4
357,368081.78
358,777960.6
359,459025.03
360,589441.8
361,558331.7
362,746130.25
363,715955.4
364,632825.75
365,909371.75
366,329355.44
367,211038.66
368,309768.97
369,606548.44
370,384824.56
371,555866.3
372,229120.97
373,462871.5
374,332886.1
375,252292.17
376,965499.25
377,388302.38
378,528685.44
379,549204.94
380,1122496.8
381,623032.9
382,578576.75
383,226981.97
